latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2024-12-17T11:00,17.9,14,13.8,0.000,0,5.9,213.0,140.0,73.0,419.8,213.0,471.7
2024-12-17T12:00,19.5,13,15.5,0.000,0,5.6,374.0,268.0,106.0,566.2,374.0,669.1
2024-12-17T13:00,21.0,12,17.0,0.000,0,5.2,514.0,385.0,129.0,677.9,514.0,802.6
2024-12-17T14:00,22.1,11,18.3,0.000,0,5.4,586.0,450.0,136.0,736.7,586.0,863.2
2024-12-17T15:00,22.9,10,19.0,0.000,0,6.0,585.0,456.0,129.0,760.9,585.0,846.7
2024-12-17T16:00,23.5,10,19.2,0.000,0,7.1,516.0,403.0,113.0,754.8,516.0,754.2
2024-12-17T17:00,23.5,10,19.1,0.000,0,8.2,384.0,293.0,91.0,698.9,384.0,592.1
2024-12-17T18:00,23.2,10,18.6,0.000,0,9.2,220.0,160.0,60.0,608.2,220.0,371.4
2024-12-17T19:00,22.7,10,18.0,0.000,0,9.9,63.0,44.0,19.0,355.8,63.0,114.3
2024-12-17T20:00,22.0,11,17.4,0.000,0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17T21:00,21.0,13,16.8,0.000,0,7.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17T22:00,20.2,14,16.2,0.000,0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17T23:00,19.5,15,15.5,0.000,0,6.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T00:00,18.9,15,14.8,0.000,0,7.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T01:00,18.3,15,14.1,0.000,0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T02:00,17.7,15,13.4,0.000,0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T03:00,17.2,14,12.8,0.000,0,7.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T04:00,16.6,14,12.2,0.000,0,7.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T05:00,16.1,14,11.7,0.000,1,7.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T06:00,15.7,14,11.1,0.000,1,8.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T07:00,15.4,14,10.7,0.000,2,8.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T08:00,15.1,14,10.4,0.000,1,8.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T09:00,15.0,14,10.3,0.000,1,9.3,12.0,7.0,5.0,105.8,12.0,32.4
2024-12-18T10:00,15.4,14,10.5,0.000,0,9.9,84.0,50.0,34.0,307.3,84.0,221.5
2024-12-18T11:00,16.5,13,11.5,0.000,0,10.9,214.0,141.0,73.0,424.7,214.0,469.6
2024-12-18T12:00,18.2,12,13.1,0.000,0,11.9,375.0,269.0,106.0,569.9,375.0,667.4
2024-12-18T13:00,19.7,11,14.4,0.000,0,12.9,516.0,388.0,128.0,684.3,516.0,801.5
2024-12-18T14:00,21.0,10,15.8,0.000,0,14.0,588.0,453.0,135.0,742.2,588.0,862.6
2024-12-18T15:00,22.2,10,17.0,0.000,0,14.4,588.0,460.0,128.0,767.7,588.0,846.7
2024-12-18T16:00,22.9,10,17.5,0.000,0,14.5,519.0,406.0,113.0,760.0,519.0,754.9
2024-12-18T17:00,22.9,10,17.7,0.000,0,13.0,386.0,294.0,92.0,700.1,386.0,593.3
2024-12-18T18:00,22.4,11,17.6,0.000,0,11.1,222.0,161.0,61.0,609.6,222.0,373.0
2024-12-18T19:00,21.8,12,17.3,0.000,0,9.2,64.0,44.0,20.0,354.1,64.0,115.2
2024-12-18T20:00,21.2,13,16.8,0.000,0,8.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T21:00,20.4,13,16.0,0.000,0,8.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T22:00,19.7,14,15.3,0.000,0,8.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18T23:00,19.1,14,14.6,0.000,0,8.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T00:00,18.5,14,13.9,0.000,0,9.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T01:00,18.0,14,13.2,0.000,0,10.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T02:00,17.4,14,12.7,0.000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T03:00,16.9,14,12.2,0.000,0,9.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T04:00,16.4,15,11.8,0.000,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T05:00,16.0,16,11.4,0.000,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T06:00,15.6,17,11.0,0.000,0,9.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T07:00,15.3,18,10.7,0.000,0,9.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T08:00,15.1,18,10.4,0.000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T09:00,15.0,18,10.3,0.000,0,10.5,11.0,6.0,5.0,91.9,11.0,31.1
2024-12-19T10:00,15.4,18,10.6,0.000,0,11.1,82.0,48.0,34.0,296.6,82.0,219.2
2024-12-19T11:00,16.5,17,11.7,0.000,0,11.8,210.0,136.0,74.0,411.5,210.0,467.6
2024-12-19T12:00,18.2,16,13.4,0.000,0,12.0,369.0,263.0,106.0,558.5,369.0,665.9
2024-12-19T13:00,19.8,15,14.8,0.000,0,12.9,508.0,380.0,128.0,671.2,508.0,800.5
2024-12-19T14:00,21.2,14,16.3,0.000,0,13.9,580.0,445.0,135.0,729.6,580.0,862.2
2024-12-19T15:00,22.6,12,17.5,0.000,0,15.0,582.0,454.0,128.0,757.6,582.0,846.9
2024-12-19T16:00,23.5,11,18.1,0.000,0,15.1,515.0,402.0,113.0,751.8,515.0,755.6
2024-12-19T17:00,23.5,11,18.4,0.000,0,13.9,384.0,292.0,92.0,693.9,384.0,594.6
2024-12-19T18:00,23.0,11,18.1,0.000,0,12.1,221.0,160.0,61.0,603.2,221.0,374.7
2024-12-19T19:00,22.4,12,17.7,0.000,0,10.5,64.0,44.0,20.0,352.2,64.0,116.1
2024-12-19T20:00,21.7,13,17.2,0.000,0,9.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T21:00,20.8,14,16.5,0.000,0,8.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T22:00,20.0,14,15.7,0.000,0,8.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19T23:00,19.3,14,15.1,0.000,0,7.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T00:00,18.7,13,14.3,0.000,0,7.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T01:00,18.1,12,13.6,0.000,0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T02:00,17.6,12,13.0,0.000,0,8.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T03:00,17.1,11,12.4,0.000,0,8.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T04:00,16.7,11,11.9,0.000,0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T05:00,16.3,11,11.4,0.000,0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T06:00,15.9,12,11.1,0.000,0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T07:00,15.7,12,10.9,0.000,0,8.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T08:00,15.5,12,10.8,0.000,0,8.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T09:00,15.5,12,10.8,0.000,0,8.0,10.0,5.0,5.0,77.6,10.0,29.9
2024-12-20T10:00,15.9,12,11.3,0.000,0,7.7,79.0,45.0,34.0,279.4,79.0,216.9
2024-12-20T11:00,17.1,11,12.5,0.000,0,7.4,208.0,134.0,74.0,407.2,208.0,465.7
2024-12-20T12:00,18.7,10,14.2,0.000,0,7.1,370.0,263.0,107.0,559.8,370.0,664.4
2024-12-20T13:00,20.2,9,15.7,0.000,0,6.9,514.0,386.0,128.0,682.6,514.0,799.6
2024-12-20T14:00,21.4,9,17.2,0.000,0,7.0,587.0,452.0,135.0,741.4,587.0,861.9
2024-12-20T15:00,22.5,9,18.2,0.000,0,7.6,588.0,460.0,128.0,767.5,588.0,847.3
2024-12-20T16:00,23.1,9,18.5,0.000,0,8.0,520.0,407.0,113.0,760.3,520.0,756.6
2024-12-20T17:00,23.1,9,18.6,0.000,0,7.3,388.0,296.0,92.0,701.8,388.0,596.0
2024-12-20T18:00,22.6,10,18.4,0.000,0,6.5,224.0,163.0,61.0,611.6,224.0,376.5
2024-12-20T19:00,22.1,10,18.0,0.000,0,5.4,65.0,45.0,20.0,358.2,65.0,117.2
2024-12-20T20:00,21.6,11,17.7,0.000,0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T21:00,21.1,11,17.2,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T22:00,20.5,12,16.8,0.000,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20T23:00,20.1,12,16.4,0.000,0,2.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T00:00,19.6,13,16.1,0.000,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T01:00,19.1,13,15.7,0.000,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T02:00,18.6,13,15.0,0.000,0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T03:00,17.9,13,14.1,0.000,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T04:00,17.4,13,13.4,0.000,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T05:00,16.8,13,12.8,0.000,0,4.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T06:00,16.3,13,12.3,0.000,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T07:00,16.0,13,12.0,0.000,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T08:00,15.9,13,11.9,0.000,0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T09:00,15.9,13,11.9,0.000,0,3.6,10.0,5.0,5.0,78.6,10.0,28.8
2024-12-21T10:00,16.4,12,12.5,0.000,0,3.1,77.0,43.0,34.0,268.3,77.0,214.7
2024-12-21T11:00,17.6,11,13.7,0.000,0,2.9,203.0,129.0,74.0,393.6,203.0,463.9
2024-12-21T12:00,19.3,10,15.4,0.000,0,2.6,364.0,258.0,106.0,550.4,364.0,663.1
2024-12-21T13:00,20.8,9,16.9,0.000,0,2.5,507.0,380.0,127.0,672.7,507.0,798.8
2024-12-21T14:00,21.9,8,18.4,0.000,0,1.3,580.0,446.0,134.0,731.8,580.0,861.8
2024-12-21T15:00,22.8,7,19.3,0.000,0,1.1,582.0,454.0,128.0,757.1,582.0,847.8
2024-12-21T16:00,23.3,6,19.2,0.000,0,2.6,515.0,402.0,113.0,750.0,515.0,757.7
2024-12-21T17:00,23.2,6,19.1,0.000,0,2.9,385.0,293.0,92.0,693.0,385.0,597.6
2024-12-21T18:00,22.6,7,18.7,0.000,0,2.5,223.0,162.0,61.0,604.7,223.0,378.5
2024-12-21T19:00,22.1,7,18.1,0.000,0,2.6,65.0,45.0,20.0,356.0,65.0,118.3
2024-12-21T20:00,21.6,7,17.6,0.000,0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T21:00,21.0,8,17.2,0.000,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T22:00,20.4,8,16.7,0.000,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21T23:00,19.9,8,16.1,0.000,0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T00:00,19.3,8,15.3,0.000,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T01:00,18.8,9,14.8,0.000,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T02:00,18.4,11,14.5,0.000,0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T03:00,18.0,14,14.4,0.000,0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T04:00,17.6,16,14.1,0.000,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T05:00,17.1,18,13.7,0.000,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T06:00,16.6,19,13.1,0.000,0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T07:00,16.3,20,12.8,0.000,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T08:00,16.1,20,12.7,0.000,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T09:00,16.1,20,12.8,0.000,0,2.3,9.0,5.0,4.0,79.6,9.0,27.6
2024-12-22T10:00,16.6,20,13.3,0.000,0,2.2,77.0,45.0,32.0,282.1,77.0,212.6
2024-12-22T11:00,17.8,19,14.4,0.000,0,3.1,204.0,133.0,71.0,407.4,204.0,462.1
2024-12-22T12:00,19.4,17,15.9,0.000,0,4.0,363.0,258.0,105.0,551.5,363.0,661.9
2024-12-22T13:00,20.8,16,17.3,0.000,0,4.4,505.0,377.0,128.0,668.1,505.0,798.2
2024-12-22T14:00,21.9,15,18.7,0.000,0,3.8,578.0,442.0,136.0,725.3,578.0,861.8
2024-12-22T15:00,22.9,15,19.9,0.000,0,2.9,581.0,451.0,130.0,751.6,581.0,848.4
2024-12-22T16:00,23.4,15,20.3,0.000,0,1.9,516.0,402.0,114.0,748.9,516.0,758.9
2024-12-22T17:00,23.3,16,20.5,0.000,0,1.0,386.0,293.0,93.0,691.0,386.0,599.4
2024-12-22T18:00,22.8,17,20.1,0.000,0,1.0,224.0,162.0,62.0,601.4,224.0,380.7
2024-12-22T19:00,22.3,18,19.4,0.000,0,2.3,66.0,46.0,20.0,361.6,66.0,119.5
2024-12-22T20:00,21.7,19,18.7,0.000,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T21:00,21.0,21,18.0,0.000,0,3.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T22:00,20.4,22,17.3,0.000,0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22T23:00,19.8,23,16.6,0.000,0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T00:00,19.2,24,16.0,0.000,0,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T01:00,18.7,24,15.4,0.000,0,5.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T02:00,18.2,24,14.9,0.000,0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T03:00,17.8,24,14.5,0.000,0,5.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T04:00,17.4,24,14.1,0.000,0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T05:00,17.0,24,13.7,0.000,0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T06:00,16.6,25,13.4,0.000,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T07:00,16.4,25,13.1,0.000,0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T08:00,16.2,25,12.9,0.000,0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T09:00,16.2,25,12.8,0.000,0,4.9,9.0,5.0,4.0,80.6,9.0,26.5
2024-12-23T10:00,16.6,25,13.2,0.000,0,5.4,75.0,43.0,32.0,270.7,75.0,210.6
2024-12-23T11:00,17.7,23,14.2,0.000,0,5.9,199.0,128.0,71.0,393.5,199.0,460.5
2024-12-23T12:00,19.3,21,15.8,0.000,0,6.1,357.0,252.0,105.0,539.6,357.0,660.7
2024-12-23T13:00,20.8,19,17.3,0.000,0,6.1,498.0,370.0,128.0,656.1,498.0,797.7
2024-12-23T14:00,21.9,18,18.7,0.000,0,5.1,571.0,435.0,136.0,713.8,571.0,861.9
2024-12-23T15:00,22.8,17,19.9,0.000,0,3.3,575.0,445.0,130.0,741.0,575.0,849.2
2024-12-23T16:00,23.3,16,20.4,0.000,0,2.1,511.0,396.0,115.0,736.5,511.0,760.3
2024-12-23T17:00,23.2,16,20.4,0.000,0,1.0,384.0,290.0,94.0,681.9,384.0,601.3
2024-12-23T18:00,22.7,16,19.9,0.000,0,0.8,224.0,162.0,62.0,597.8,224.0,383.0
2024-12-23T19:00,22.2,17,19.3,0.000,0,1.5,66.0,46.0,20.0,359.1,66.0,120.8
2024-12-23T20:00,21.7,18,18.7,0.000,0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T21:00,21.1,18,18.0,0.000,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T22:00,20.5,19,17.3,0.000,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23T23:00,19.9,20,16.6,0.000,0,4.6,0.0,0.0,0.0,0.0,0.0,0.0

time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),uv_index_max (),precipitation_sum (inch),precipitation_probability_max (%),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (inch)
2024-12-01,25.3,13.0,25.1,12.9,2024-12-01T08:26,2024-12-01T18:53,37630.99,34030.23,3.85,0.000,0,7.4,22.0,307,14.50,0.104
2024-12-02,25.9,12.2,25.5,11.7,2024-12-02T08:27,2024-12-02T18:53,37585.88,34031.40,3.80,0.000,0,5.5,17.3,304,14.62,0.103
2024-12-03,26.6,13.0,25.8,13.0,2024-12-03T08:28,2024-12-03T18:53,37542.61,34033.25,3.80,0.000,0,8.4,24.1,306,14.53,0.109
2024-12-04,26.3,14.2,24.1,13.7,2024-12-04T08:28,2024-12-04T18:53,37501.21,34096.33,3.75,0.000,0,10.2,28.8,288,14.73,0.120
2024-12-05,23.5,10.8,20.9,9.7,2024-12-05T08:29,2024-12-05T18:53,37461.76,34100.55,3.80,0.000,0,10.1,29.9,282,14.98,0.113
2024-12-06,23.7,10.6,21.5,9.0,2024-12-06T08:30,2024-12-06T18:53,37424.32,34106.47,3.80,0.000,0,10.4,28.4,284,14.83,0.111
2024-12-07,22.9,9.4,21.1,8.0,2024-12-07T08:31,2024-12-07T18:54,37388.94,34114.05,3.75,0.000,0,4.3,14.8,292,14.88,0.098
2024-12-08,22.0,9.4,19.7,7.5,2024-12-08T08:31,2024-12-08T18:54,37355.69,32615.58,3.65,0.008,38,8.7,28.4,116,12.22,0.096
2024-12-09,21.1,10.7,19.9,9.7,2024-12-09T08:32,2024-12-09T18:54,37324.62,33336.02,3.65,0.035,50,9.8,29.5,93,13.95,0.091
2024-12-10,20.1,7.9,18.2,6.4,2024-12-10T08:33,2024-12-10T18:54,37295.80,34146.34,3.65,0.000,0,9.0,26.3,299,14.57,0.094
2024-12-11,20.5,7.2,17.9,5.3,2024-12-11T08:33,2024-12-11T18:54,37269.28,34160.14,3.70,0.000,0,9.6,27.7,291,14.50,0.096
2024-12-12,21.1,7.7,17.9,5.1,2024-12-12T08:34,2024-12-12T18:55,37245.12,34172.14,3.70,0.000,0,10.1,28.8,294,14.32,0.101
2024-12-13,20.9,6.9,17.4,4.0,2024-12-13T08:35,2024-12-13T18:55,37223.38,34185.73,3.35,0.000,0,12.0,33.1,296,14.86,0.107
2024-12-14,20.3,6.6,17.4,4.1,2024-12-14T08:35,2024-12-14T18:55,37204.12,34191.56,3.35,0.000,0,9.6,27.0,280,14.56,0.095
2024-12-15,21.2,6.6,18.8,4.4,2024-12-15T08:36,2024-12-15T18:56,37187.39,34191.12,3.40,0.000,0,5.4,17.3,280,14.42,0.098
2024-12-16,23.5,16.3,19.7,12.7,2024-12-16T08:36,2024-12-16T18:56,37173.25,34122.65,3.40,0.000,0,5.7,7.2,77,12.89,0.108
2024-12-17,23.5,16.3,19.2,12.4,2024-12-17T08:37,2024-12-17T18:56,37161.75,34145.48,3.40,0.000,3,9.9,11.2,339,12.78,0.139
2024-12-18,22.9,15.0,17.7,10.3,2024-12-18T08:38,2024-12-18T18:57,37152.95,34150.88,3.40,0.000,3,14.5,30.6,301,12.84,0.172
2024-12-19,23.5,15.0,18.4,10.3,2024-12-19T08:38,2024-12-19T18:57,37146.75,34125.65,3.35,0.000,0,15.1,27.7,299,12.69,0.179
2024-12-20,23.1,15.5,18.6,10.8,2024-12-20T08:39,2024-12-20T18:58,37143.08,34094.81,3.35,0.000,0,8.9,20.5,293,12.79,0.148
2024-12-21,23.3,15.9,19.3,11.9,2024-12-21T08:39,2024-12-21T18:58,37141.93,34101.16,3.40,0.000,0,4.4,6.1,10,12.64,0.098
2024-12-22,23.4,16.1,20.5,12.7,2024-12-22T08:40,2024-12-22T18:59,37143.27,34110.55,3.40,0.000,0,5.4,19.8,62,12.63,0.102
2024-12-23,23.3,16.2,20.4,12.8,2024-12-23T08:40,2024-12-23T18:59,37147.08,34122.95,3.40,0.000,0,6.1,13.3,116,12.49,0.111
